,年份,始发城市,年度实际迁徙指数
566,2019.0,河池,770.627222171
567,2019.0,河源,2368.990833373
568,2019.0,泉州,2483.239166531
569,2019.0,泰安,2931.751388933
570,2019.0,泰州,4710.821666762
571,2019.0,泸州,1467.544166664
572,2019.0,洛阳,2308.2030556689997
573,2019.0,济南,6944.138055948
574,2019.0,济宁,3686.995833346
575,2019.0,济源,563.2588889140001
576,2019.0,海东,727.13583338
577,2019.0,海北藏族,138.482222223
578,2019.0,海南藏族,352.506388884
579,2019.0,海口,1170.237500012
580,2019.0,海西蒙古族藏族,318.139166658
581,2019.0,淄博,3241.629722173
582,2019.0,淮北,1133.521944472
583,2019.0,淮南,1718.465000128
584,2019.0,淮安,4044.312778003
585,2019.0,深圳,18498.559722339
586,2019.0,清远,4594.606666451
587,2019.0,温州,2071.89222225
588,2019.0,渭南,2360.308610948
589,2019.0,湖州,5215.914166757
590,2019.0,湘潭,2747.4866666059997
591,2019.0,湘西土家族苗族,1144.515833339
592,2019.0,湛江,1517.500277769
593,2019.0,滁州,4880.538611018
594,2019.0,滨州,3470.061944433
595,2019.0,漯河,1407.9763888310001
596,2019.0,漳州,2190.496666865
597,2019.0,潍坊,4888.272222794
598,2019.0,潜江,535.4375000150001
599,2019.0,潮州,1253.70972233
600,2019.0,澄迈县,443.023888834
601,2019.0,濮阳,1784.741666702
602,2019.0,烟台,1967.0736112109998
603,2019.0,焦作,1958.261944509
604,2019.0,牡丹江,229.445833344
605,2019.0,玉林,1199.729999998
606,2019.0,玉树藏族,51.796388895999996
607,2019.0,玉溪,1046.314166639
608,2019.0,珠海,3374.564166407
609,2019.0,琼中黎族苗族自治县,89.74333335
610,2019.0,琼海,294.075277733
611,2019.0,甘南藏族,150.415555571
612,2019.0,甘孜藏族,342.916388924
613,2019.0,白城,369.30861109800003
614,2019.0,白山,249.340555556
615,2019.0,白沙黎族自治县,45.284444454
616,2019.0,白银,533.431388876
617,2019.0,百色,811.630277832
618,2019.0,益阳,1538.378611047
619,2019.0,盐城,3468.610000055
620,2019.0,盘锦,1276.239166669
621,2019.0,眉山,2899.81944453
622,2019.0,石嘴山,492.0958333809999
623,2019.0,石家庄,4093.344999974
624,2019.0,石河子,228.841666659
625,2019.0,神农架林区,47.70833334
626,2019.0,福州,1591.8491666099999
627,2019.0,秦皇岛,2086.090555479
628,2019.0,红河哈尼族彝族,696.421111104
629,2019.0,绍兴,5857.211666542
630,2019.0,绥化,1117.113333288
631,2019.0,绵阳,1999.691944466
632,2019.0,聊城,2793.1208334410003
633,2019.0,肇庆,4430.816388606
634,2019.0,自贡,1185.449166729
635,2019.0,舟山,581.591944453
636,2019.0,芜湖,2312.456388828
637,2019.0,苏州,16471.190555171
638,2019.0,茂名,1861.4058333990001
639,2019.0,荆州,1943.940555538
640,2019.0,荆门,1433.373888875
641,2019.0,莆田,904.1347221660001
642,2019.0,菏泽,2940.910833328
643,2019.0,萍乡,677.110277719
644,2019.0,营口,1020.136666751
645,2019.0,葫芦岛,1757.924444526
646,2019.0,蚌埠,2011.791388983
647,2019.0,衡水,3015.188055666
648,2019.0,衡阳,2325.820555444
649,2019.0,衢州,2334.482222288
650,2019.0,襄阳,1706.834999945
651,2019.0,西双版纳傣族,176.549722217
652,2019.0,西宁,825.602777787
653,2019.0,西安,7657.34055618
654,2019.0,许昌,2856.613888983
655,2019.0,贵港,1154.306388933
656,2019.0,贵阳,4185.038610753
657,2019.0,贺州,876.613333335
658,2019.0,资阳,1383.624166604
659,2019.0,赣州,2644.461111025
660,2019.0,赤峰,797.413333378
661,2019.0,辽源,300.265000004
662,2019.0,辽阳,1114.967222242
663,2019.0,达州,959.6461111360001
664,2019.0,运城,1234.20944444
665,2019.0,连云港,2875.203611073
666,2019.0,迪庆藏族,96.147499995
667,2019.0,通化,501.297499993
668,2019.0,通辽,747.687499995
669,2019.0,遂宁,1381.8033332740001
670,2019.0,遵义,2095.979999882
671,2019.0,邢台,3401.568333327
672,2019.0,那曲,64.737500015
673,2019.0,邯郸,2668.189722228
674,2019.0,邵阳,1565.251388936
675,2019.0,郑州,8208.093888596
676,2019.0,郴州,1818.2208334670001
677,2019.0,鄂尔多斯,1295.338611112
678,2019.0,鄂州,1215.437500002
679,2019.0,酒泉,587.050833292
680,2019.0,重庆,4800.792777881
681,2019.0,金华,3849.421666662
682,2019.0,金昌,202.381388901
683,2019.0,钦州,1010.32972223
684,2019.0,铁岭,1158.319166647
685,2019.0,铁门关,34.555833353
686,2019.0,铜仁,1121.101388977
687,2019.0,铜川,568.61555557
688,2019.0,铜陵,1097.058333337
689,2019.0,银川,1306.74777785
690,2019.0,锡林郭勒盟,406.77305554500003
691,2019.0,锦州,1644.792222214
692,2019.0,镇江,4647.719999746
693,2019.0,长春,2350.713888967
694,2019.0,长沙,6083.090555617
695,2019.0,长治,1249.381944349
696,2019.0,阜新,671.321666729
697,2019.0,阜阳,2278.614166846
698,2019.0,防城港,410.366388918
699,2019.0,阳江,2016.573055719
700,2019.0,阳泉,733.056111041
701,2019.0,阿克苏,275.214722222
702,2019.0,阿勒泰,127.085555552
703,2019.0,阿坝藏族羌族,510.97111108300004
704,2019.0,阿拉善盟,333.128888895
705,2019.0,阿拉尔,62.02111112
706,2019.0,阿里,9.586944469
707,2019.0,陇南,361.047500013
708,2019.0,陵水黎族自治县,331.699722215
709,2019.0,随州,989.751111131
710,2019.0,雅安,1146.336111137
711,2019.0,青岛,4081.509722208
712,2019.0,鞍山,1534.389722288
713,2019.0,韶关,2336.823333428
714,2019.0,马鞍山,2204.548888847
715,2019.0,驻马店,1989.674722259
716,2019.0,鸡西,145.027500008
717,2019.0,鹤壁,1007.9572222190001
718,2019.0,鹤岗,113.322222225
719,2019.0,鹰潭,752.960000019
720,2019.0,黄冈,2821.926111057
721,2019.0,黄南藏族,54.768055569
722,2019.0,黄山,856.108055585
723,2019.0,黄石,1026.393055589
724,2019.0,黑河,171.101111126
725,2019.0,黔东南苗族侗族,1180.893611075
726,2019.0,黔南布依族苗族,2440.0505559450003
727,2019.0,黔西南布依族苗族,643.107500005
728,2019.0,齐齐哈尔,531.987777746
729,2019.0,龙岩,684.883055539
730,2020.0,七台河,127.58861112
731,2020.0,万宁,288.406388903
732,2020.0,三亚,573.293888916
733,2020.0,三明,1043.885277801
734,2020.0,三门峡,1517.96277782
735,2020.0,上海,12614.88333262
736,2020.0,上饶,3006.519166736
737,2020.0,东方,135.628055559
738,2020.0,东莞,25996.729441718
739,2020.0,东营,2146.191944395
740,2020.0,中卫,935.875833403
741,2020.0,中山,8726.978888778
742,2020.0,临夏回族,325.82833337200003
743,2020.0,临汾,1807.834166668
744,2020.0,临沂,5887.597777768
745,2020.0,临沧,142.140555545
746,2020.0,临高县,152.709444444
747,2020.0,丹东,390.219166677
748,2020.0,丽水,1321.762500046
749,2020.0,丽江,331.09444443900003
750,2020.0,乌兰察布,1036.729166662
751,2020.0,乌海,361.62166669
752,2020.0,乌鲁木齐,1382.6099999970002
753,2020.0,乐东黎族自治县,196.855833339
754,2020.0,乐山,1382.835277728
755,2020.0,九江,2430.511944471
756,2020.0,云浮,2941.623055529
757,2020.0,五家渠,179.076388852
758,2020.0,五指山,80.233055566
759,2020.0,亳州,2431.293055618
760,2020.0,仙桃,1047.418055592
761,2020.0,伊春,133.335555568
762,2020.0,伊犁哈萨克,295.928611105
763,2020.0,佛山,22718.345828448
764,2020.0,佳木斯,368.405555539
765,2020.0,保亭黎族苗族自治县,97.22833334500001
766,2020.0,保定,7008.625278367
767,2020.0,保山,338.761111146
768,2020.0,信阳,2199.647222173
769,2020.0,儋州,303.695000052
770,2020.0,克孜勒苏柯尔克孜,74.68055556099999
771,2020.0,克拉玛依,168.486666668
772,2020.0,六安,2948.115277719
773,2020.0,六盘水,1102.91305555
774,2020.0,兰州,1596.508055535
775,2020.0,兴安盟,386.223055556
776,2020.0,内江,1662.6272222999999
777,2020.0,凉山彝族,661.288888896
778,2020.0,包头,726.380277791
779,2020.0,北京,9992.922778873
780,2020.0,北屯,36.572222239
781,2020.0,北海,768.4919443780001
782,2020.0,十堰,711.929166692
783,2020.0,南京,9604.877499369
784,2020.0,南充,1820.214444536
785,2020.0,南宁,3644.487500054
786,2020.0,南平,1101.936944477
787,2020.0,南昌,3516.084166633
788,2020.0,南通,5389.356111879
789,2020.0,南阳,2893.536111133
790,2020.0,博尔塔拉蒙古,123.650277778
791,2020.0,厦门,3366.9563885879998
792,2020.0,双河,48.351388915
793,2020.0,双鸭山,189.76166669900002
794,2020.0,可克达拉,56.31583336599999
795,2020.0,台州,2865.753611112
796,2020.0,合肥,7067.9350003770005
797,2020.0,吉安,1976.031666678
798,2020.0,吉林,860.59583333
799,2020.0,吐鲁番,417.768611074
800,2020.0,吕梁,1655.969722252
801,2020.0,吴忠,1394.411111067
802,2020.0,周口,3404.7147221
803,2020.0,呼伦贝尔,229.478333326
804,2020.0,呼和浩特,1231.158055581
805,2020.0,和田,96.328055554
806,2020.0,咸宁,1525.732500037
807,2020.0,咸阳,6727.4669444930005
808,2020.0,哈密,437.063888889
809,2020.0,哈尔滨,1881.3719443880002
810,2020.0,唐山,4738.418332868
811,2020.0,商丘,3571.671388869
812,2020.0,商洛,1111.300555526
813,2020.0,喀什,172.78
814,2020.0,嘉兴,9491.511944501
815,2020.0,嘉峪关,241.080277756
816,2020.0,四平,1529.73194443
817,2020.0,固原,577.682777819
818,2020.0,图木舒克,19.652500022999998
819,2020.0,塔城,362.543611115
820,2020.0,大兴安岭,27.797222235
821,2020.0,大同,1307.168611145
822,2020.0,大庆,851.714722309
823,2020.0,大理白族,957.374722184
824,2020.0,大连,750.336666666
825,2020.0,天水,653.4711110979999
826,2020.0,天津,9158.418055719
827,2020.0,天门,602.758611119
828,2020.0,太原,4165.282499634
829,2020.0,威海,780.470555544
830,2020.0,娄底,1506.609444515
831,2020.0,孝感,2567.126944102
832,2020.0,宁德,1190.398611091
833,2020.0,宁波,4855.750277777
834,2020.0,安庆,2221.5300001
835,2020.0,安康,1196.665277843
836,2020.0,安阳,2653.669722148
837,2020.0,安顺,1802.748333352
838,2020.0,定安县,216.934166668
839,2020.0,定西,893.954722192
840,2020.0,宜宾,1237.62833324
841,2020.0,宜昌,1407.868611127
842,2020.0,宜春,2812.711944417
843,2020.0,宝鸡,1064.809166663
844,2020.0,宣城,2481.387500131
845,2020.0,宿州,3509.795555558
846,2020.0,宿迁,3501.153333315
847,2020.0,屯昌县,124.176111126
848,2020.0,山南,85.010555561
849,2020.0,岳阳,2781.505277746
850,2020.0,崇左,668.6544444269999
851,2020.0,巴中,716.009444447
852,2020.0,巴彦淖尔,410.007777773
853,2020.0,巴音郭楞蒙古,355.79527777
854,2020.0,常州,8239.360834068
855,2020.0,常德,2015.625000067
856,2020.0,平凉,781.150555556
857,2020.0,平顶山,2382.1769445209998
858,2020.0,广元,911.043055534
859,2020.0,广安,1327.195000022
860,2020.0,广州,30023.576662916
861,2020.0,庆阳,345.289444432
862,2020.0,廊坊,8871.858889482
863,2020.0,延安,1111.818055509
864,2020.0,延边朝鲜族,227.488333327
865,2020.0,开封,3981.295556084
866,2020.0,张家口,2107.53833327
867,2020.0,张家界,496.345000031
868,2020.0,张掖,519.66972219
869,2020.0,徐州,4989.816389002
870,2020.0,德宏傣族景颇族,135.35583333
871,2020.0,德州,4967.940278232
872,2020.0,德阳,3496.5980556390004
873,2020.0,忻州,1694.892222291
874,2020.0,怀化,1695.4863889140001
875,2020.0,怒江傈僳族,50.055277784
876,2020.0,恩施土家族苗族,953.608888827
877,2020.0,惠州,12692.849167173
878,2020.0,成都,11013.503611762
879,2020.0,扬州,5030.716111134
880,2020.0,承德,1625.015555503
881,2020.0,抚州,2305.678611145
882,2020.0,抚顺,1072.316944416
883,2020.0,拉萨,237.171666659
884,2020.0,揭阳,2800.346111211
885,2020.0,攀枝花,307.220833329
886,2020.0,文山壮族苗族,486.753888893
887,2020.0,文昌,255.58916663099998
888,2020.0,新乡,4211.427777578
889,2020.0,新余,765.047222203
890,2020.0,无锡,12761.322222837
891,2020.0,日喀则,56.797222231
892,2020.0,日照,2756.238055524
893,2020.0,昆明,3705.929166698
894,2020.0,昆玉,9.596944468
895,2020.0,昌吉回族,1040.849166654
896,2020.0,昌江黎族自治县,96.95805556399999
897,2020.0,昌都,122.433888887
898,2020.0,昭通,929.211111081
899,2020.0,晋中,3997.728055863
900,2020.0,晋城,956.99472224
901,2020.0,普洱,321.639444515
902,2020.0,景德镇,1053.304166646
903,2020.0,曲靖,1819.096388928
904,2020.0,朔州,1048.178055535
905,2020.0,朝阳,920.245555566
906,2020.0,本溪,579.498055611
907,2020.0,来宾,1149.217500019
908,2020.0,杭州,13751.585832932
909,2020.0,松原,1304.776388984
910,2020.0,林芝,102.965000009
911,2020.0,果洛藏族,54.761388888999996
912,2020.0,枣庄,1823.657222238
913,2020.0,柳州,1792.330277839
914,2020.0,株洲,2944.2930553280003
915,2020.0,桂林,1958.726111067
916,2020.0,梅州,1586.55666674
917,2020.0,梧州,1718.353055473
918,2020.0,楚雄彝族,960.351111089
919,2020.0,榆林,1789.601666721
920,2020.0,武威,589.204166675
921,2020.0,武汉,6093.83444473
922,2020.0,毕节,2034.596944299
923,2020.0,永州,1855.656389016
924,2020.0,汉中,1301.382499984
925,2020.0,汕头,2315.563055619
926,2020.0,汕尾,1726.652500095
927,2020.0,江门,6148.319722720999
928,2020.0,池州,1557.517500082
929,2020.0,沈阳,5119.559166476
930,2020.0,沧州,6832.480833743
931,2020.0,河池,905.127222177
932,2020.0,河源,2763.752777884
933,2020.0,泉州,3026.656666427
934,2020.0,泰安,3573.9124998810003
935,2020.0,泰州,5346.066111109
936,2020.0,泸州,1684.818611139
937,2020.0,洛阳,2735.472777902
938,2020.0,济南,8744.470000292
939,2020.0,济宁,4688.476666726
940,2020.0,济源,663.891388852
941,2020.0,海东,890.5511110580001
942,2020.0,海北藏族,160.751388899
943,2020.0,海南藏族,391.193611098
944,2020.0,海口,1397.5052777820001
945,2020.0,海西蒙古族藏族,379.51916667800003
946,2020.0,淄博,4054.191388993
947,2020.0,淮北,1414.2980556349999
948,2020.0,淮南,1963.935
949,2020.0,淮安,4667.275555561
950,2020.0,深圳,21036.486106468
951,2020.0,清远,5492.540555305
952,2020.0,温州,2647.731944445
953,2020.0,渭南,2838.768611523
954,2020.0,湖州,6196.169444121
955,2020.0,湘潭,3177.914444879
956,2020.0,湘西土家族苗族,1217.9847222390001
957,2020.0,湛江,1920.970833315
958,2020.0,滁州,5566.043888812
959,2020.0,滨州,4563.962777715
960,2020.0,漯河,1527.676944418
961,2020.0,漳州,2586.090555874
962,2020.0,潍坊,6156.56444465
963,2020.0,潜江,582.131388863
964,2020.0,潮州,1492.022499978
965,2020.0,澄迈县,544.845833335
966,2020.0,濮阳,2245.099444304
967,2020.0,烟台,2205.611944368
968,2020.0,焦作,2395.703055526
969,2020.0,牡丹江,218.807777783
970,2020.0,玉林,1483.398333314
971,2020.0,玉树藏族,59.769722232
972,2020.0,玉溪,1211.006944477
973,2020.0,珠海,3568.604444189
974,2020.0,琼中黎族苗族自治县,130.185833336
975,2020.0,琼海,330.152777727
976,2020.0,甘南藏族,185.463888889
977,2020.0,甘孜藏族,342.958333326
978,2020.0,白城,474.93777777599996
979,2020.0,白山,236.09888890300002
980,2020.0,白沙黎族自治县,54.206388912
981,2020.0,白银,719.273055555
982,2020.0,百色,1136.466944424
983,2020.0,益阳,1902.373888974
984,2020.0,盐城,4439.812500042
985,2020.0,盘锦,1641.707222146
986,2020.0,眉山,3141.826389377
987,2020.0,石嘴山,599.5758333379999
988,2020.0,石家庄,4968.155000046
989,2020.0,石河子,212.48472221999998
990,2020.0,神农架林区,42.688055565
991,2020.0,福州,2042.435277756
992,2020.0,秦皇岛,2271.630833223
993,2020.0,红河哈尼族彝族,813.8791666889999
994,2020.0,绍兴,7140.384722578
995,2020.0,绥化,1222.74472227
996,2020.0,绵阳,2258.836944481
997,2020.0,聊城,3866.618055657
998,2020.0,肇庆,5266.859444412
999,2020.0,胡杨河,51.605277794
1000,2020.0,自贡,1336.625277693
1001,2020.0,舟山,638.461388847
1002,2020.0,芜湖,2610.662777793
1003,2020.0,苏州,18650.338333783002
1004,2020.0,茂名,2336.181666551
1005,2020.0,荆州,2149.556388811
1006,2020.0,荆门,1530.8691667120002
1007,2020.0,莆田,1101.870555602
1008,2020.0,菏泽,3905.806666637
1009,2020.0,萍乡,836.222777745
1010,2020.0,营口,1190.902499944
1011,2020.0,葫芦岛,2289.271111101
1012,2020.0,蚌埠,2380.035000015
1013,2020.0,衡水,3738.232777736
1014,2020.0,衡阳,2741.025555637
1015,2020.0,衢州,2908.34722229
1016,2020.0,襄阳,1780.89083331
1017,2020.0,西双版纳傣族,169.463333332
1018,2020.0,西宁,1020.1152777809999
1019,2020.0,西安,9409.004444532
1020,2020.0,许昌,3216.646943937
1021,2020.0,贵港,1530.33166664
1022,2020.0,贵阳,4811.229722033
1023,2020.0,贺州,1122.872500051
1024,2020.0,资阳,1564.4850000489998
1025,2020.0,赣州,3337.31944457
1026,2020.0,赤峰,994.098333332
1027,2020.0,辽源,338.08722223399997
1028,2020.0,辽阳,1309.8269444710002
1029,2020.0,达州,1233.14472214
1030,2020.0,运城,1512.885277735
1031,2020.0,连云港,3742.467222224
1032,2020.0,迪庆藏族,93.80000000000001
1033,2020.0,通化,515.630277771
1034,2020.0,通辽,904.746111134
1035,2020.0,遂宁,1551.388888905
1036,2020.0,遵义,2488.240277811
1037,2020.0,邢台,4369.844722427
1038,2020.0,那曲,84.977499998
1039,2020.0,邯郸,3421.1497221530003
1040,2020.0,邵阳,1864.548055607
1041,2020.0,郑州,9463.285000108
1042,2020.0,郴州,2109.885555568
1043,2020.0,鄂尔多斯,1600.275555509
1044,2020.0,鄂州,1223.659722167
1045,2020.0,酒泉,749.215277815
1046,2020.0,重庆,5496.528055567
1047,2020.0,金华,5021.985277682
1048,2020.0,金昌,275.985833349
1049,2020.0,钦州,1188.536666685
1050,2020.0,铁岭,1446.566111053
1051,2020.0,铁门关,43.189166691
1052,2020.0,铜仁,1325.561111061
1053,2020.0,铜川,703.1394444489999
1054,2020.0,铜陵,1218.513055613
1055,2020.0,银川,1546.838888858
1056,2020.0,锡林郭勒盟,491.13999999000004
1057,2020.0,锦州,2081.729999893
1058,2020.0,镇江,5310.163610941
1059,2020.0,长春,2714.028333348
1060,2020.0,长沙,7331.939167187
1061,2020.0,长治,1534.167777717
1062,2020.0,阜新,966.758888929
1063,2020.0,阜阳,2622.646666673
1064,2020.0,防城港,452.92111118500003
1065,2020.0,阳江,2318.913055536
1066,2020.0,阳泉,867.449166703
1067,2020.0,阿克苏,283.141111106
1068,2020.0,阿勒泰,96.814166667
1069,2020.0,阿坝藏族羌族,516.635555515
1070,2020.0,阿拉善盟,405.940000019
1071,2020.0,阿拉尔,68.931944462
1072,2020.0,阿里,11.933611125
1073,2020.0,陇南,480.365277784
1074,2020.0,陵水黎族自治县,347.667222185
1075,2020.0,随州,1053.506944467
1076,2020.0,雅安,1226.22916669
1077,2020.0,青岛,4623.341111465
1078,2020.0,鞍山,1954.9538888460002
1079,2020.0,韶关,2841.6066665920002
1080,2020.0,马鞍山,2489.587777736
1081,2020.0,驻马店,2605.582222196
1082,2020.0,鸡西,142.812777783
1083,2020.0,鹤壁,1235.772222304
1084,2020.0,鹤岗,115.521666669
1085,2020.0,鹰潭,959.534444437
1086,2020.0,黄冈,2862.862777674
1087,2020.0,黄南藏族,66.392777792
1088,2020.0,黄山,911.2597221679999
1089,2020.0,黄石,1176.57000004
1090,2020.0,黑河,174.381944453
1091,2020.0,黔东南苗族侗族,1442.28222227
1092,2020.0,黔南布依族苗族,2904.436111465
1093,2020.0,黔西南布依族苗族,820.853611146
1094,2020.0,齐齐哈尔,598.923611131
1095,2020.0,龙岩,797.997777853
1096,2021.0,七台河,143.958333331
1097,2021.0,万宁,418.583055553
1098,2021.0,三亚,857.750555555
1099,2021.0,三明,1217.344722259
1100,2021.0,三门峡,1726.43027777
1101,2021.0,上海,14690.474167019
1102,2021.0,上饶,3581.3869443549997
1103,2021.0,东方,194.709166659
1104,2021.0,东莞,30550.93750044
1105,2021.0,东营,2392.675000043
1106,2021.0,中卫,1136.948611058
1107,2021.0,中山,10946.088611535
1108,2021.0,临夏回族,419.567222208
1109,2021.0,临汾,2058.558888942
1110,2021.0,临沂,7288.572499862
1111,2021.0,临沧,153.813611112
1112,2021.0,临高县,223.906944444
1113,2021.0,丹东,452.978888875
1114,2021.0,丽水,1566.016111065
1115,2021.0,丽江,372.754722228
1116,2021.0,乌兰察布,1130.683055581
1117,2021.0,乌海,448.064166675
1118,2021.0,乌鲁木齐,2142.256666572
